movie_row_index,probability,movie_title
746,0.3967,All About Eve (1950)
2385,0.3833,Crimes and Misdemeanors (1989)
1046,0.3767,Being There (1979)
1973,0.36,Name of the Rose, The (Name der Rose, Der) (1986)
771,0.3533,His Girl Friday (1940)
1656,0.35,Sleeping Beauty (1959)
3456,0.3467,Tootsie (1982)
1507,0.3467,On the Waterfront (1954)
253,0.3467,Nobody's Fool (1994)
337,0.3433,Red Rock West (1992)
973,0.3433,Ran (1985)
816,0.3433,Old Yeller (1957)
835,0.3433,Bedknobs and Broomsticks (1971)
827,0.34,Winnie the Pooh and the Blustery Day (1968)
1369,0.34,My Life in Pink (Ma vie en rose) (1997)
1755,0.34,Lady Vanishes, The (1938)
189,0.34,Before Sunrise (1995)
1037,0.34,High Noon (1952)
5423,0.34,Super Size Me (2004)
2433,0.34,Yojimbo (1961)
1518,0.34,Ordinary People (1980)
3173,0.34,Billy Elliot (2000)
992,0.3367,Seventh Seal, The (Sjunde inseglet, Det) (1957)
5823,0.3367,Sacrifice, The (Offret - Sacraficatio) (1986)
5369,0.3367,Viridiana (1961)
182,0.3367,Unzipped (1995)
3898,0.3367,What Time Is It There? (Ni neibian jidian) (2001)
756,0.3367,Ninotchka (1939)
6684,0.3367,Woman on the Beach (Haebyeonui yeoin) (2006)
6453,0.3367,Inconvenient Truth, An (2006)
2438,0.3367,Mister Roberts (1955)
3249,0.3367,Save the Last Dance (2001)
1628,0.3367,Fanny and Alexander (Fanny och Alexander) (1982)
2440,0.3367,Little Big Man (1970)
2723,0.3367,Mirror, The (Zerkalo) (1975)
703,0.3367,Vive L'Amour (Ai qing wan sui) (1994)
982,0.3367,Quiet Man, The (1952)
5177,0.3367,Kwaidan (Kaidan) (1964)
2189,0.3367,Jules and Jim (Jules et Jim) (1961)
5184,0.3367,Maborosi (Maboroshi no hikari) (1995)
3498,0.3367,Lion in Winter, The (1968)
1040,0.3367,Somewhere in Time (1980)
4258,0.3367,White Oleander (2002)
742,0.3367,My Favorite Year (1982)
4475,0.3367,Richard Pryor Live on the Sunset Strip (1982)
767,0.3367,My Man Godfrey (1936)
2673,0.3367,Born Yesterday (1950)
939,0.3367,Hear My Song (1991)
407,0.3367,Geronimo: An American Legend (1993)
4917,0.3367,Hannah and Her Sisters (1986)
3957,0.3367,Bad and the Beautiful, The (1952)
4613,0.3367,Capturing the Friedmans (2003)
3394,0.3367,Eureka (Yurîka) (2000)
3028,0.3367,Blow-Up (Blowup) (1966)
1137,0.3367,Marvin's Room (1996)
12,0.3367,Balto (1995)
4751,0.3367,Ikiru (1952)
573,0.3367,Song of the Little Road (Pather Panchali) (1955)
5741,0.3367,Andrei Rublev (Andrey Rublyov) (1969)
869,0.3367,Bananas (1971)
3319,0.3367,Series 7: The Contenders (2001)
2354,0.3367,Lady Eve, The (1941)
2487,0.3367,Grapes of Wrath, The (1940)
155,0.3367,Living in Oblivion (1995)
7566,0.3367,Enter the Void (2009)
947,0.3367,Thin Blue Line, The (1988)
4140,0.3367,Rabbit-Proof Fence (2002)
3952,0.3333,Hart's War (2002)
386,0.3333,Cops and Robbersons (1994)
894,0.3333,Children of the Corn IV: The Gathering (1996)
4913,0.3333,Gorky Park (1983)
4960,0.3333,Public Enemy, The (1931)
338,0.3333,Richie Rich (1994)
4226,0.3333,Four Feathers, The (2002)
385,0.3333,Color of Night (1994)
4954,0.3333,Witches, The (1990)
907,0.3333,Howling, The (1980)
368,0.3333,Being Human (1993)
2613,0.3333,Bodyguard, The (1992)
354,0.3333,Secret Adventures of Tom Thumb, The (1993)
352,0.3333,Faster Pussycat! Kill! Kill! (1965)
4951,0.3333,Betty Blue (37°2 le matin) (1986)
3925,0.3333,Escaflowne: The Movie (Escaflowne) (2000)
366,0.3333,Bad Girls (1994)
8761,0.3333,Into the Woods (2014)
8154,0.3333,Hotel Transylvania (2012)
3950,0.3333,Don't Look Now (1973)
6388,0.3333,Tsotsi (2005)
348,0.3333,Bad Company (1995)
371,0.3333,Black Beauty (1994)
925,0.3333,2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her) (1967)
356,0.3333,Mirage (1995)
4924,0.3333,Mindwalk (1990)
342,0.3333,Speechless (1994)
7911,0.3333,Three Musketeers, The (2011)
4965,0.3333,Birdman of Alcatraz (1962)
2622,0.3333,Man Bites Dog (C'est arrivé près de chez vous) (1992)
295,0.3333,Tales from the Hood (1995)
3865,0.3333,Morgan! (1966)
5027,0.3333,Mona Lisa Smile (2003)
4571,0.3333,Straw Dogs (1971)
288,0.3333,Swimming with Sharks (1995)
2298,0.3333,Separation, The (Séparation, La) (1994)
286,0.3333,Suture (1993)
5891,0.3333,In July (Im Juli) (2000)
5032,0.3333,Cheaper by the Dozen (2003)
7932,0.3333,Jack and Jill (2011)
4271,0.3333,Russian Ark (Russkiy Kovcheg) (2002)
3855,0.3333,Owl and the Pussycat, The (1970)
279,0.3333,Swan Princess, The (1994)
