movie_row_index,probability,movie_title
1020,0.37,Unforgiven (1992)
2385,0.3633,Crimes and Misdemeanors (1989)
1046,0.36,Being There (1979)
2798,0.3467,Network (1976)
950,0.3433,Paris Is Burning (1990)
771,0.3433,His Girl Friday (1940)
482,0.3433,Six Degrees of Separation (1993)
726,0.34,It Happened One Night (1934)
4906,0.34,WarGames (1983)
1010,0.34,Duck Soup (1933)
2684,0.34,Defending Your Life (1991)
990,0.34,Harold and Maude (1971)
748,0.34,Rebecca (1940)
2465,0.34,Verdict, The (1982)
5480,0.34,Fahrenheit 9/11 (2004)
2764,0.34,Modern Times (1936)
1873,0.3367,Godzilla (Gojira) (1954)
1845,0.3367,Living Out Loud (1998)
1104,0.3367,Paradise Lost: The Child Murders at Robin Hood Hills (1996)
7901,0.3367,The Artist (2011)
1171,0.3367,Kolya (Kolja) (1996)
4140,0.3367,Rabbit-Proof Fence (2002)
2433,0.3367,Yojimbo (1961)
240,0.3367,Little Odessa (1994)
2143,0.3367,Buena Vista Social Club (1999)
400,0.3367,Flesh and Bone (1993)
1764,0.3367,Cube (1997)
7793,0.3367,Louis C.K.: Shameless (2007)
6787,0.3367,Into the Wild (2007)
577,0.3367,Barbarella (1968)
2755,0.3367,Guess Who's Coming to Dinner (1967)
6183,0.3367,Bad News Bears (2005)
4764,0.3367,Matchstick Men (2003)
1429,0.3367,Zero Effect (1998)
2356,0.3367,Palm Beach Story, The (1942)
3279,0.3367,Empire of the Sun (1987)
2735,0.3367,Creature Comforts (1989)
3975,0.3367,We Were Soldiers (2002)
4743,0.3367,Kind Hearts and Coronets (1949)
1720,0.3367,Your Friends and Neighbors (1998)
4730,0.3367,American Splendor (2003)
3957,0.3367,Bad and the Beautiful, The (1952)
439,0.3367,Manhattan Murder Mystery (1993)
6291,0.3367,Pride & Prejudice (2005)
8008,0.3367,Civil War, The (1990)
8529,0.3367,Journey, The (El viaje) (1992)
3824,0.3367,Little Women (1933)
6453,0.3367,Inconvenient Truth, An (2006)
260,0.3367,Once Were Warriors (1994)
1002,0.3367,Touch of Evil (1958)
3074,0.3367,Steel Magnolias (1989)
993,0.3367,Local Hero (1983)
937,0.3367,Paths of Glory (1957)
2135,0.3367,Swamp Thing (1982)
5617,0.3333,Grudge, The (2004)
7357,0.3333,Where the Wild Things Are (2009)
4077,0.3333,Delirious (1991)
3095,0.3333,Shane (1953)
3289,0.3333,Hope and Glory (1987)
499,0.3333,War Room, The (1993)
5904,0.3333,Daria: Is It Fall Yet? (2000)
3296,0.3333,Maid to Order (1987)
5600,0.3333,Shall We Dance? (2004)
5594,0.3333,Shark Tale (2004)
2011,0.3333,Pet Sematary II (1992)
6996,0.3333,Mamma Mia! (2008)
3272,0.3333,Brave Little Toaster, The (1987)
1644,0.3333,Newsies (1992)
4746,0.3333,Pink Panther, The (1963)
3028,0.3333,Blow-Up (Blowup) (1966)
7331,0.3333,Paranormal Activity (2009)
3261,0.3333,Two Ninas (1999)
3257,0.3333,Untamed Heart (1993)
8128,0.3333,Pitch Perfect (2012)
469,0.3333,Ruby in Paradise (1993)
1986,0.3333,Still Crazy (1998)
4092,0.3333,Survivors, The (1983)
4095,0.3333,Unfaithful (2002)
5673,0.3333,She Done Him Wrong (1933)
6982,0.3333,Hancock (2008)
1643,0.3333,Muppet Christmas Carol, The (1992)
506,0.3333,Cronos (1993)
5544,0.3333,Collateral (2004)
7485,0.3333,She's Out of My League (2010)
7478,0.3333,My Name is Khan (2010)
7473,0.3333,Dear John (2010)
547,0.3333,My Favorite Season (1993)
8817,0.3333,Me and Earl and the Dying Girl (2015)
7449,0.3333,Triangle (2009)
4051,0.3333,Frailty (2001)
1586,0.3333,Rapture, The (1991)
4604,0.3333,Down with Love (2003)
7442,0.3333,3 Idiots (2009)
2980,0.3333,One False Move (1992)
1597,0.3333,Blank Check (1994)
8590,0.3333,Begin Again (2013)
8564,0.3333,Witching and Bitching (Brujas de Zugarramurdi, Las) (2014)
3337,0.3333,Hans Christian Andersen (1952)
3329,0.3333,Pixote (1981)
7415,0.3333,Crazy Heart (2009)
4060,0.3333,Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)
8581,0.3333,Lucy (2014)
2024,0.3333,Westworld (1973)
1637,0.3333,Journey of Natty Gann, The (1985)
7386,0.3333,Precious (2009)
6978,0.3333,Happening, The (2008)
2018,0.3333,Airport 1975 (1974)
7022,0.3333,Tropic Thunder (2008)
4106,0.3333,Every Which Way But Loose (1978)
4099,0.3333,Calamity Jane (1953)
3062,0.3333,Saving Grace (2000)
7188,0.3333,Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)
3158,0.3333,Tigerland (2000)
4145,0.3333,Look Who's Talking Now (1993)
7173,0.3333,Nuremberg (2000)
8761,0.3333,Into the Woods (2014)
7069,0.3333,RocknRolla (2008)
7166,0.3333,Futurama: Into the Wild Green Yonder (2009)
4150,0.3333,Reign of Fire (2002)
3140,0.3333,Bank Dick, The (1940)
5767,0.3333,My Name Is Nobody (Il Mio nome è Nessuno) (1973)
4153,0.3333,The Importance of Being Earnest (1952)
7072,0.3333,Madagascar: Escape 2 Africa (2008)
8724,0.3333,Wild Tales (2014)
7093,0.3333,Milk (2008)
3119,0.3333,Under Suspicion (2000)
8734,0.3333,Song of the Sea (2014)
7097,0.3333,Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)
7123,0.3333,Yes Man (2008)
7120,0.3333,Wrestler, The (2008)
3109,0.3333,Anatomy (Anatomie) (2000)
7114,0.3333,Frost/Nixon (2008)
3102,0.3333,Bring It On (2000)
352,0.3333,Faster Pussycat! Kill! Kill! (1965)
3100,0.3333,Art of War, The (2000)
3097,0.3333,Cat Ballou (1965)
4638,0.3333,Two Mules for Sister Sara (1970)
397,0.3333,Fearless (1993)
1911,0.3333,Pale Rider (1985)
5745,0.3333,Asterix and the Gauls (Astérix le Gaulois) (1967)
3039,0.3333,Anatomy of a Murder (1959)
1753,0.3333,Suspicion (1941)
7263,0.3333,Ice Age: Dawn of the Dinosaurs (2009)
7027,0.3333,Waltz with Bashir (Vals im Bashir) (2008)
3211,0.3333,Talk Radio (1988)
7028,0.3333,Let the Right One In (Låt den rätte komma in) (2008)
1775,0.3333,Married to the Mob (1988)
4117,0.3333,Undercover Brother (2002)
3196,0.3333,Malèna (2000)
1793,0.3333,Mortal Thoughts (1991)
1967,0.3333,Texas Chainsaw Massacre 2, The (1986)
3179,0.3333,Book of Shadows: Blair Witch 2 (2000)
4702,0.3333,Lara Croft Tomb Raider: The Cradle of Life (2003)
3047,0.3333,Breaker Morant (1980)
4131,0.3333,Caveman (1981)
3049,0.3333,Interiors (1978)
1818,0.3333,What Dreams May Come (1998)
405,0.3333,Fresh (1994)
3165,0.3333,Time Machine, The (1960)
3164,0.3333,Billy Jack (1971)
1823,0.3333,Love Is the Devil (1998)
3160,0.3333,Contender, The (2000)
3050,0.3333,Love and Death (1975)
4799,0.3333,Triplets of Belleville, The (Les triplettes de Belleville) (2003)
7053,0.3333,FLCL (2000)
3253,0.3333,The Man in the Moon (1991)
3410,0.3333,5,000 Fingers of Dr. T, The (1953)
3385,0.3333,Crocodile Dundee in Los Angeles (2001)
1053,0.3333,My Life as a Dog (Mitt liv som hund) (1985)
1058,0.3333,Paris, Texas (1984)
5119,0.3333,Spartan (2004)
8003,0.3333,Kokowääh (2011)
3744,0.3333,Sidewalks of New York (2001)
3740,0.3333,Dinner Rush (2000)
1073,0.3333,Amityville Curse, The (1990)
3736,0.3333,Dr. Mabuse: The Gambler (Dr. Mabuse, der Spieler) (1922)
788,0.3333,Cat on a Hot Tin Roof (1958)
1096,0.3333,Albino Alligator (1996)
8299,0.3333,Trance (2013)
769,0.3333,East of Eden (1955)
7945,0.3333,Asterix and the Vikings (Astérix et les Vikings) (2006)
7934,0.3333,Descendants, The (2011)
761,0.3333,Mark of Zorro, The (1940)
5168,0.3333,Enter the Dragon (1973)
3702,0.3333,All Over the Guy (2001)
756,0.3333,Ninotchka (1939)
751,0.3333,Spellbound (1945)
750,0.3333,Notorious (1946)
7910,0.3333,We Need to Talk About Kevin (2011)
5193,0.3333,Oklahoma! (1955)
3913,0.3333,Brainstorm (1983)
7895,0.3333,Ides of March, The (2011)
7888,0.3333,Moneyball (2011)
7884,0.3333,I Don't Know How She Does It (2011)
1174,0.3333,Prisoner of the Mountains (Kavkazsky plennik) (1996)
1185,0.3333,Lost Highway (1997)
7867,0.3333,Rocky VI (1986) 
1198,0.3333,Daytrippers, The (1996)
3751,0.3333,Grass Is Greener, The (1960)
4982,0.3333,I'm No Angel (1933)
7501,0.3333,Hot Tub Time Machine (2010)
8018,0.3333,John Carter (2012)
5084,0.3333,Miracle (2004)
5085,0.3333,Dreamers, The (2003)
8134,0.3333,Robot & Frank (2012)
3784,0.3333,Mulholland Drive (2001)
3788,0.3333,Dirty Harry (1971)
3789,0.3333,Fiddler on the Roof (1971)
3803,0.3333,Man Who Wasn't There, The (2001)
3804,0.3333,Domestic Disturbance (2001)
973,0.3333,Ran (1985)
8168,0.3333,Cloud Atlas (2012)
8179,0.3333,Silver Linings Playbook (2012)
886,0.3333,Glengarry Glen Ross (1992)
3830,0.3333,Funeral in Berlin (1966)
5029,0.3333,Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)
5027,0.3333,Mona Lisa Smile (2003)
869,0.3333,Bananas (1971)
5022,0.3333,Something's Gotta Give (2003)
5021,0.3333,Big Fish (2003)
855,0.3333,Jude (1996)
8055,0.3333,Prometheus (2012)
3844,0.3333,Behind Enemy Lines (2001)
3849,0.3333,Business of Strangers, The (2001)
3851,0.3333,Piñero (2001)
1035,0.3333,Great Dictator, The (1940)
5109,0.3333,Good bye, Lenin! (2003)
1043,0.3333,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983)
4991,0.3333,Hero (Ying xiong) (2002)
5111,0.3333,Starsky & Hutch (2004)
8019,0.3333,Starbuck (2011)
7827,0.3333,Bad Teacher (2011)
4917,0.3333,Hannah and Her Sisters (1986)
3611,0.3333,Erik the Viking (1989)
1244,0.3333,Dream With the Fishes (1997)
1413,0.3333,Storefront Hitchcock (1997)
7629,0.3333,It's Kind of a Funny Story (2010)
3984,0.3333,All About the Benjamins (2002)
3471,0.3333,Kiss of the Dragon (2001)
3988,0.3333,Gloria (1980)
4852,0.3333,Mystic River (2003)
627,0.3333,Month by the Lake, A (1995)
3461,0.3333,A.I. Artificial Intelligence (2001)
7599,0.3333,Expendables, The (2010)
1443,0.3333,Wild Man Blues (1997)
3448,0.3333,Shag (1989)
4844,0.3333,Ninja Scroll (Jûbei ninpûchô) (1995)
5439,0.3333,My Little Chickadee (1940)
3435,0.3333,Yi Yi (2000)
1470,0.3333,Hav Plenty (1997)
5461,0.3333,Pirates of Silicon Valley (1999)
1492,0.3333,Grand Hotel (1932)
4829,0.3333,Come and See (Idi i smotri) (1985)
286,0.3333,Suture (1993)
7533,0.3333,12 Angry Men (1997)
1508,0.3333,Marty (1955)
3400,0.3333,Triumph of the Will (Triumph des Willens) (1934)
7527,0.3333,Cosmos (1980)
1513,0.3333,Oliver! (1968)
4815,0.3333,Boyz N the Hood (1991)
4811,0.3333,Avalon (2001)
5492,0.3333,Maria Full of Grace (Maria, Llena eres de gracia) (2004)
3394,0.3333,Eureka (Yurîka) (2000)
8449,0.3333,Philomena (2013)
1401,0.3333,Everest (1998)
5388,0.3333,Caine Mutiny, The (1954)
1323,0.3333,Bean (1997)
7801,0.3333,Incendies (2010)
7795,0.3333,Voices from the List (2004)
7779,0.3333,Win Win (2011)
8392,0.3333,Lee Daniels' The Butler (2013)
3574,0.3333,Man from Snowy River, The (1982)
7758,0.3333,Summer Wars (Samâ wôzu) (2009)
1292,0.3333,Wishmaster (1997)
1296,0.3333,U Turn (1997)
3562,0.3333,Little Nikita (1988)
3560,0.3333,Land Before Time, The (1988)
3559,0.3333,The Lair of the White Worm (1988)
7733,0.3333,White Stripes Under Great White Northern Lights, The (2009)
3955,0.3333,Super Troopers (2001)
8410,0.3333,Rush (2013)
8440,0.3333,Dallas Buyers Club (2013)
8411,0.3333,Family, The (2013)
671,0.3333,Adventures of Pinocchio, The (1996)
1338,0.3333,Mrs. Dalloway (1997)
3524,0.3333,Adventures of Baron Munchausen, The (1988)
7695,0.3333,Barney's Version (2010)
1354,0.3333,Midnight in the Garden of Good and Evil (1997)
7691,0.3333,True Grit (2010)
7687,0.3333,Tourist, The (2010)
7675,0.3333,Fighter, The (2010)
8432,0.3333,12 Years a Slave (2013)
1369,0.3333,My Life in Pink (Ma vie en rose) (1997)
3501,0.3333,Written on the Wind (1956)
1392,0.3333,Palmetto (1998)
2055,0.3333,Dangerous Beauty (1998)
947,0.3333,Thin Blue Line, The (1988)
8958,0.3333,The Revenant (2015)
5992,0.3333,Aviator, The (2004)
6336,0.3333,Hostel (2005)
6408,0.3333,Brick (2005)
2802,0.3333,Outlaw Josey Wales, The (1976)
9068,0.3333,10 Cloverfield Lane (2016)
6127,0.3333,Lot Like Love, A (2005)
2797,0.3333,Solaris (Solyaris) (1972)
6478,0.3333,Night at the Museum (2006)
2472,0.3333,Irma la Douce (1963)
2792,0.3333,Midnight Express (1978)
165,0.3333,Party Girl (1995)
6486,0.3333,Mrs. Palfrey at the Claremont (2005)
2303,0.3333,Sommersby (1993)
6669,0.3333,Grindhouse (2007)
9059,0.3333,Pride and Prejudice and Zombies (2016)
6668,0.3333,Blades of Glory (2007)
2458,0.3333,Commitments, The (1991)
4443,0.3333,Darkness Falls (2003)
6850,0.3333,Bucket List, The (2007)
6855,0.3333,National Treasure: Book of Secrets (2007)
2600,0.3333,Goodbye Girl, The (1977)
6149,0.3333,Cinderella Man (2005)
2440,0.3333,Little Big Man (1970)
2773,0.3333,Retroactive (1997)
